timestamp,loop_idx,est_x,est_y,meas_x,meas_y,goal_x,goal_y,goal_label,calibration_offset_deg,px_per_speed_per_sec,last_command_heading_deg,last_command_speed,dist_to_goal,dist_to_center,prediction_error_px,ball_found,target_found,safety_active,stuck_frames,meas_vx,meas_vy,est_vx,est_vy,calib_belief_ok,calib_belief_drift,calib_belief_bad,calib_obs,calib_action,vis_belief_visible,vis_belief_occluded,vis_belief_gone,vis_obs,vis_action
2025-11-28T19:08:02.169295,1,389.0,253.0,389,253,320,240,CENTER,191.16770251122193,2.9786264041874713,nan,0.0,70.21395872616783,70.21395872616783,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.9486166007905138,0.04743083003952574,0.003952569169960489,0,0.0,0.44444444444444453,0.5092592592592592,0.04629629629629636,1,1.0
2025-11-28T19:08:02.527613,2,388.4,253.0,388,253,320,240,CENTER,191.16770251122193,2.9786264041874713,nan,0.0,69.62442100297852,69.62442100297852,0.39999999999997726,1,0,0,0,-2.491997844465213,0.0,-2.491997844465213,0.0,0.9786646912798358,0.020062993728900826,0.001272314991263447,0,0.0,0.28144876325088347,0.6491166077738514,0.06943462897526508,1,1.0
2025-11-28T19:08:02.980869,3,387.56,252.39999999999998,387,252,621,89,PERSON,191.16770251122193,2.9786264041874713,223.84159511620993,30.0,284.9452466703033,68.68852597049961,0.6881860213633988,1,1,0,1,-2.951158143592919,-2.951158143592919,-2.951158143592919,-2.951158143592919,0.9859670788342523,0.013128322354608746,0.0009045988111389293,0,0.0,0.8476894554061567,0.14172370566798007,0.010586838925863139,0,1.0
2025-11-28T19:08:03.310977,4,388.424,252.76,389,253,320,240,CENTER,191.16770251122193,2.9786264041874713,223.84159511620993,0.0,69.60360174588666,69.60360174588666,0.6240000000000236,1,0,0,0,4.4087986684164635,2.2043993342082318,4.4087986684164635,2.2043993342082318,0.9877365210867468,0.011429926205618219,0.0008335527076348918,0,0.0,0.489013063059191,0.47954151304479536,0.0314454238960136,1,1.0
2025-11-28T19:08:03.625351,5,388.76959999999997,251.704,389,251,320,240,CENTER,191.16770251122193,2.9786264041874713,223.84159511620993,0.0,69.75845110207075,69.75845110207075,0.7407429783670079,1,0,0,0,0.0,-6.084080128809528,0.0,-6.084080128809528,0.9881652197620115,0.01101732140711256,0.000817458830875907,0,0.0,0.29948179576880407,0.6410004687737786,0.05951773545741729,1,1.0
2025-11-28T19:08:03.938953,6,388.90783999999996,251.8816,389,252,320,240,CENTER,191.16770251122193,2.9786264041874713,223.84159511620993,0.0,69.92469400737907,69.92469400737907,0.15004007997867927,1,0,0,0,0.0,3.1708250805122544,0.0,3.1708250805122544,0.9882690909296898,0.010917280804447932,0.000813628265862194,0,0.0,0.23157762744050323,0.6896526274185356,0.07876974514096116,1,1.0
2025-11-28T19:08:04.254617,7,388.96313599999996,251.35264,389,251,320,240,CENTER,191.16770251122193,2.9786264041874713,223.84159511620993,0.0,69.89131964646319,69.89131964646319,0.35456159422025446,1,0,0,0,0.0,-3.1888597193489847,0.0,-3.1888597193489847,0.9882942591879167,0.010893036469348912,0.0008127043427344537,0,0.0,0.2098835941596093,0.7004781281225056,0.08963827771788514,1,1.0
2025-11-28T19:08:04.566497,8,391.3852544,250.54105600000003,393,250,320,240,CENTER,191.16770251122193,2.9786264041874713,223.84159511620993,0.0,72.1593265444451,72.1593265444451,1.7029811942165898,1,0,0,0,12.671144345866354,-3.1677860864665885,12.671144345866354,-3.1677860864665885,0.9883003576048378,0.010887161664449748,0.0008124807307124966,0,0.0,0.20280952862072685,0.7016952341814151,0.09549523719785807,1,1.0
2025-11-28T19:08:04.986425,9,392.95410175999996,249.61642240000003,394,249,621,86,PERSON,191.16770251122193,2.9786264041874713,223.17393759170005,30.0,280.66931678233675,73.5851652399018,1.2140344738338311,1,1,0,1,3.2290827344360484,-3.2290827344360484,3.2290827344360484,-3.2290827344360484,0.9883018352936821,0.01088573814238761,0.0008124265639303044,0,0.0,0.828280285883773,0.15812501058815154,0.013594703528075352,0,1.0
2025-11-28T19:08:05.271422,10,394.781640704,249.84656896,396,250,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,75.42710856625874,75.42710856625874,1.2279822711200412,1,0,0,0,4.738084479548864,2.369042239774432,4.738084479548864,2.369042239774432,0.9883021933484644,0.010885393211631135,0.0008124134399045035,0,0.0,0.4756374590000143,0.48944408823516505,0.0349184527648206,1,1.0
2025-11-28T19:08:05.586300,11,396.1126562816,248.738627584,397,248,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,76.61266251927827,76.61266251927827,1.1545343574054638,1,0,0,0,3.5212282604680527,-7.042456520936105,3.5212282604680527,-7.042456520936105,0.9883022801077849,0.010885309632298886,0.0008124102599162524,0,0.0,0.2940426802040544,0.6440139778446172,0.06194334195132843,1,1.0
2025-11-28T19:08:05.886261,12,397.24506251263995,248.8954510336,398,249,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,77.75557042214294,77.75557042214294,0.7621424382599461,1,0,0,0,3.1708730230729687,3.1708730230729687,3.1708730230729687,3.1708730230729687,0.9883023011302119,0.010885289380402738,0.0008124094893851993,0,0.0,0.22970519808280299,0.6901355892763213,0.08015921264087572,1,1.0
2025-11-28T19:08:06.202114,13,398.89802500505596,247.75818041344002,400,247,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,79.27854509907405,79.27854509907405,1.3376047356397922,1,0,0,0,6.656294137997797,-6.656294137997797,6.656294137997797,-6.656294137997797,0.9883023062241022,0.010885284473217613,0.0008124093026800262,0,0.0,0.2092254771757149,0.7003820871557864,0.09039243566849868,1,1.0
2025-11-28T19:08:06.561082,14,400.1592100020224,246.103272165376,401,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,80.39122389460795,80.39122389460795,1.3871327591808356,1,0,0,0,3.170983296464693,-6.341966592929386,3.170983296464693,-6.341966592929386,0.9883023074583899,0.010885283284170176,0.0008124092574399894,0,0.0,0.20255604567430371,0.7015437213439392,0.09590023298175694,1,1.0
2025-11-28T19:08:06.850699,15,401.26368400080895,246.04130886615042,402,246,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.48793622493798,81.48793622493798,0.7374738456971517,1,0,0,0,2.782977955422499,2.782977955422499,2.782977955422499,2.782977955422499,0.9883023077574667,0.010885282996055148,0.0008124092464779939,0,0.0,0.2001972785705639,0.700955774167633,0.09884694726180308,1,1.0
2025-11-28T19:08:07.165500,16,401.70547360032356,245.41652354646016,402,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.88481631891548,81.88481631891548,0.5101349476972858,1,0,0,0,0.0,-3.4511647042367093,0.0,-3.4511647042367093,0.9883023078299354,0.010885282926242735,0.0008124092438218205,0,0.0,0.19926787738065632,0.7003062428307186,0.10042587978862494,1,1.0
2025-11-28T19:08:07.477902,17,401.8821894401294,245.76660941858407,402,246,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,82.08499699516194,82.08499699516194,0.2614392692590111,1,0,0,0,0.0,3.176489922532283,0.0,3.176489922532283,0.9883023078474952,0.010885282909326667,0.0008124092431782107,0,0.0,0.19886102585798127,0.6998652950676979,0.10127367907432083,1,1.0
2025-11-28T19:08:07.805459,18,401.95287577605177,245.30664376743363,402,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,82.12450496678451,82.12450496678451,0.3102436020107609,1,0,0,0,0.0,-3.2096628797328384,0.0,-3.2096628797328384,0.98830230785175,0.010885282905227783,0.0008124092430222589,0,0.0,0.19866760814054235,0.6996028397194536,0.10172955214000393,1,1.0
2025-11-28T19:08:08.121491,19,401.3811503104207,245.12265750697344,401,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.54221756722734,81.54221756722734,0.40040032860968183,1,0,0,0,-3.0496355099007815,0.0,-3.0496355099007815,0.0,0.988302307852781,0.010885282904234597,0.000812409242984471,0,0.0,0.198570481469384,0.6994546320401172,0.10197488649049886,1,1.0
2025-11-28T19:08:08.436852,20,401.15246012416833,245.64906300278938,401,246,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.3488395554246,81.3488395554246,0.38262366036698753,1,0,0,0,0.0,3.1795239549986696,0.0,3.1795239549986696,0.9883023078530309,0.010885282903993935,0.0008124092429753142,0,0.0,0.19852009901541473,0.6993729237578438,0.1021069772267416,1,1.0
2025-11-28T19:08:08.755147,21,401.6609840496673,245.25962520111574,402,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.83018986423184,81.83018986423184,0.42700943740666675,1,0,0,0,3.1610011673905394,-3.1610011673905394,3.1610011673905394,-3.1610011673905394,0.9883023078530914,0.010885282903935617,0.0008124092429730954,0,0.0,0.19849349048728734,0.6993283957397628,0.10217811377294983,1,1.0
2025-11-28T19:08:09.069645,22,401.26439361986695,245.1038500804463,401,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.42451078175628,81.42451078175628,0.28405778538011256,1,0,0,0,-3.1368733906365804,0.0,-3.1368733906365804,0.0,0.9883023078531061,0.01088528290392149,0.0008124092429725584,0,0.0,0.19847930273914705,0.6993042684609574,0.10221642879989555,1,1.0
2025-11-28T19:08:09.471882,23,401.7057574479468,245.6415400321785,402,246,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.90029166051475,81.90029166051475,0.46375880365700267,1,0,0,0,3.179654114488059,3.179654114488059,3.179654114488059,3.179654114488059,0.9883023078531094,0.010885282903918065,0.0008124092429724267,0,0.0,0.19847170001698164,0.6992912328459179,0.1022370671371003,1,1.0
2025-11-28T19:08:09.876441,24,401.2823029791787,244.6566160128714,401,244,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.41558112726541,81.41558112726541,0.7147304110028695,1,0,0,0,-2.495323244089654,-4.990646488179308,-2.495323244089654,-4.990646488179308,0.9883023078531102,0.010885282903917234,0.0008124092429723957,0,0.0,0.19846761551115552,0.6992842001503544,0.10224818433849024,1,1.0
2025-11-28T19:08:10.296409,25,401.7129211916715,244.86264640514855,402,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.85747870376795,81.85747870376795,0.3182455847453664,1,0,0,0,2.4656610743601,2.4656610743601,2.4656610743601,2.4656610743601,0.9883023078531105,0.010885282903917033,0.0008124092429723888,0,0.0,0.1984654182526164,0.6992804088249525,0.10225417292243102,1,1.0
2025-11-28T19:08:10.716835,26,401.2851684766686,244.94505856205944,401,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.43544816885702,81.43544816885702,0.29041284697560316,1,0,0,0,-2.38686216955395,0.0,-2.38686216955395,0.0,0.9883023078531105,0.010885282903916984,0.0008124092429723866,0,0.0,0.1984642354434669,0.6992783656894409,0.10225739886709231,1,1.0
2025-11-28T19:08:11.136496,27,401.11406739066746,244.9780234248238,401,245,320,240,CENTER,191.16770251122193,2.9786264041874713,223.17393759170005,0.0,81.26667610943514,81.26667610943514,0.11616513879025028,1,0,0,0,0.0,0.0,0.0,0.0,0.9883023078531105,0.010885282903916974,0.0008124092429723851,0,0.0,0.1984635985055544,0.6992772648592689,0.1022591366351767,1,1.0
